3779,1382.69,760.04,588.15,519.47,501.503,487.47,482.03
3810,1544.687,582.97,354.89,279.66,248.75,228.760,217.64
3773,1018.55,496.8,351.08,300.80,287.06,278.81,275.53
3780,1060.76,487.94,333.14,282.18,260.95,248.44,241.0
3807,1461.558,862.05,687.04,616.59,592.02,578.29,571.09
3794,1191.99,605.62,445.14,373.41,349.61,339.56,330.56
3843,1396.62,578.83,373.52,301.30,267.49,248.63,235.69
3811,1467.29,831.16,651.16,575.72,545.98,527.31,514.18
